AN,DT_ACCDN,HR_ACCDN,JR_SEMN_ACCDN,ID_GR,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,NB_VICTIMES,NB_VEH_ACCDN_C,IN_ACCDN_CHMIN_PBL,CD_MUNCP,NO_ROUTE,BORNE_KM_ACCDN,CD_PNT_CDRNL_ROUTE,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,CD_PNT_CDRNL_REPRR,NB_METRE_DIST_ACCD,CD_ASPCT_ROUTE,CD_CATEG_ROUTE,CD_CONFG_ROUTE,CD_ENVRN_ACCDN,CD_LOCLN_ACCDN,VITSS_AUTOR,CD_COND_METEO,CD_ECLRM,CD_ETAT_CHASS,CD_ETAT_SURFC,CD_POSI_ACCDN,CD_IMPAC_ACCDN,CYC_MORT,CYC_GRAVE,CYC_LEGER,CYC_TOTAL,TYP_VEH_1,TYP_VEH_2,TYP_VEH_3,TYP_VEH_4,MOUV_VEH_1,MOUV_VEH_2,MOUV_VEH_3,MOUV_VEH_4,SIGN_VEH_1,SIGN_VEH_2,SIGN_VEH_3,SIGN_VEH_4
2013,2013-09-12,18:00,JE,3,0,0,1,1,2,O,58227,,,,,,,1,ST CHARLES ET ELM,,,11,14,2,2,32,30,11,2,1,11,06,21,0,0,1,1,76,61,,,43,41,,,40,31,,
2013,2013-09-12,22:18,JE,3,0,0,1,1,2,O,58227,,,,,,ST GEORGES,,ST THOMAS,,,11,14,2,2,32,50,14,3,1,12,,22,0,0,1,1,61,76,,,44,41,,,40,40,,
2013,2013-09-12,19:25,JE,3,0,0,1,1,2,O,59010,,,,,,CH DU FER A CHEVAL,1,BD ST JOSEPH,,,11,13,3,3,32,,12,3,1,11,05,21,0,0,1,1,61,76,,,41,42,,,37,39,,
2013,2013-09-12,16:45,JE,3,0,0,1,1,2,O,60013,,,,,,LECLERC,1,LE BRETON,,,11,13,2,3,32,50,12,1,1,11,06,23,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-09-13,6:55,VE,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE,1,PAPINEAU,,,11,13,3,2,33,50,11,1,1,11,,33,0,0,1,1,61,76,,,41,41,,,99,99,,
2013,2013-09-13,,VE,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE E,1,CHAMPLAIN,,,11,13,3,2,33,,12,1,1,11,,99,0,0,1,1,61,76,,,47,41,,,33,33,,
2013,2013-09-13,7:25,VE,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,ST HUBERT,,,11,13,2,2,32,50,12,1,1,11,05,26,0,0,1,1,62,76,,,43,41,,,33,ND,,
2013,2013-09-13,20:30,VE,3,0,0,1,1,4,O,66023,,,,,,RACHEL,1,FABRE,,,11,13,2,2,32,50,14,3,1,12,05,26,0,0,1,1,76,68,61,61,41,44,49,49,31,31,31,31
2013,2013-09-13,17:25,VE,3,0,0,1,1,2,O,66023,,,,11158,,BELLEVOIS,,,,,11,14,1,2,34,30,11,1,1,11,,99,0,0,1,1,61,76,,,51,41,,,31,31,,
2013,2013-09-13,11:52,VE,3,0,0,1,1,2,O,37067,,,,,,STE MARGUERITE,1,GIRARD,,,11,13,2,2,32,50,11,1,1,11,06,23,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-09-13,8:05,VE,3,0,0,2,2,2,O,23027,,,,,,BD HOCHELAGA,1,RTE DE L EGLISE,O,50,11,13,3,3,34,50,11,1,1,11,06,28,0,0,1,1,76,61,,,41,43,,,31,31,,
2013,2013-09-13,13:39,VE,3,0,0,1,1,2,O,23027,,,,,,1RE AV,1,55E RUE E,,,13,13,3,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,34,34,,
2013,2013-09-13,1:30,VE,3,0,0,1,1,2,O,23027,,,,,,4E AV,1,24E RUE,S,5,11,14,2,2,33,50,11,3,1,11,06,34,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-09-13,12:55,VE,3,0,0,1,1,2,O,70052,,,,,,PENON,1,ST ISIDORE,,,11,14,2,2,32,50,11,1,1,11,07,21,0,0,1,1,61,76,,,45,41,,,40,40,,
2013,2013-09-14,3:07,SA,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE,1,AYLMER,,,11,13,3,2,32,50,11,3,1,11,06,99,0,0,1,1,68,76,,,41,41,,,37,33,,
2013,2013-09-14,2:24,SA,2,0,1,0,1,2,O,66023,,,,,,ST HUBERT,1,ONTARIO,,,11,13,2,3,32,,11,3,1,11,06,21,0,1,0,1,61,76,,,41,41,,,34,34,,
2013,2013-09-14,14:10,SA,3,0,0,1,1,2,O,66023,,,,,,ST URBAIN,1,ONTARIO,,,11,13,1,3,32,50,12,1,,11,,28,0,0,1,1,ND,76,,,43,41,,,33,33,,
2013,2013-09-14,14:54,SA,3,0,0,1,1,2,O,43027,,,,,,GALT O,1,LAURIER,N,,13,13,3,3,32,50,12,1,1,11,06,21,0,0,1,1,76,61,,,ND,ND,,,ND,ND,,
2013,2013-09-14,10:08,SA,3,0,0,1,1,2,O,52007,,,,,,TRICENTENAIRE,1,OSTIGUY,,,11,14,2,2,32,40,12,1,1,11,06,99,0,0,1,1,61,76,,,43,ND,,,40,ND,,
2013,2013-09-15,3:15,DI,3,0,0,1,1,2,O,66023,,,,,,COTE ST-PAUL,1,STE MARIE,,,11,14,2,2,32,40,11,3,1,11,06,33,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-09-15,15:05,DI,3,0,0,1,1,2,O,66023,,,,,,STEPHENS,1,DE LA VERENDRYE,E,50,11,13,2,2,33,50,12,1,1,11,06,99,0,0,1,1,61,76,,,41,41,,,31,40,,
2013,2013-09-15,0:30,DI,3,0,0,1,1,2,O,66023,,,,,,LAURIER,1,HENRI JULIEN,,,11,13,1,2,32,,11,3,1,11,06,21,0,0,1,1,76,61,,,41,45,,,31,40,,
2013,2013-09-15,23:07,DI,3,0,0,1,1,3,O,66023,,,,,,BIENVILLE,1,PONTIAC,,,11,14,1,2,32,,14,3,1,12,06,21,0,0,1,1,76,68,61,,41,41,49,,40,31,31,
2013,2013-09-15,3:53,DI,3,0,0,1,1,2,O,66023,,,,03440,,ST LAURENT,,,,,11,13,1,3,32,,12,3,1,11,,21,0,0,1,1,76,68,,,41,41,,,31,31,,
2013,2013-09-15,13:38,DI,3,0,0,1,1,2,O,65005,,,,,,DU MOULIN,1,ROBERT,,,11,14,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,40,31,,
2013,2013-09-15,17:02,DI,3,0,0,1,1,3,O,56083,,,,,,ST GEORGES,1,CHENIER,,,11,14,2,2,32,50,12,1,1,11,06,99,0,0,1,1,69,69,76,,99,99,99,,31,31,31,
2013,2013-09-15,23:15,DI,3,0,0,1,1,2,,90804,,,,,,TCIKITNAW,1,AMISKW,,,11,14,2,1,34,30,11,3,1,11,10,21,0,0,1,1,61,76,,,46,41,,,40,40,,
2013,2013-09-15,13:45,DI,3,0,0,1,1,2,O,36033,351,,,,,GARNIER,1,AV LAFLECHE,,,11,12,2,3,32,50,12,1,1,11,06,99,0,0,1,1,76,61,,,41,43,,,31,31,,
2013,2013-09-16,10:30,LU,3,0,0,1,1,2,O,66023,,,,,,BEAVER HALL,1,DE LA GAUCHETIERE,N,5,13,13,2,3,32,40,11,1,1,11,06,28,0,0,1,1,61,76,,,43,41,,,33,33,,
2013,2013-09-16,16:48,LU,3,0,0,1,1,2,O,37067,,,,,,ST PHILIPPE,1,LAVERENDRYE,,,11,13,2,2,32,50,11,1,1,11,06,21,0,0,1,1,76,61,,,44,41,,,40,40,,
2013,2013-09-16,20:15,LU,3,0,0,1,1,2,O,37067,,,,,,OSLO,,DE LONDRES,,,11,14,2,2,33,,,3,1,,06,22,0,0,1,1,76,61,,,41,44,,,40,31,,
2013,2013-09-16,11:20,LU,3,0,0,1,1,2,O,81017,,,,,,BD MONTCLAIR,2,FACE AU 5 BD MONTCLAIR,,,13,13,3,3,33,50,11,1,1,11,07,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-09-16,9:40,LU,3,0,0,1,1,2,O,23027,,,,00249,,AV DU PONT SCOTT,,,,,12,14,2,2,34,,11,1,1,11,09,21,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-09-16,13:25,LU,3,0,0,1,1,2,O,23027,,,,01254,,LOUIS XIV,,,,,11,13,3,3,34,50,11,1,1,11,,21,0,0,1,1,61,76,,,41,ND,,,41,31,,
2013,2013-09-16,15:15,LU,3,0,0,1,1,2,O,86042,,,,,,RICHARD,1,IBERVILLE E,,,11,14,2,3,32,50,11,1,1,11,06,27,0,0,1,1,68,76,,,44,41,,,40,40,,
2013,2013-09-17,11:15,MA,3,0,0,1,1,2,O,66023,,,,00389,,ST PAUL O,1,MCGILL,E,100,11,13,1,3,34,50,11,1,1,11,06,99,0,0,1,1,61,76,,,52,41,,,31,31,,
2013,2013-09-17,13:10,MA,3,0,0,1,1,2,O,66023,,,,,,17IEME AV,1,L O DAVID,,,11,14,2,1,32,30,11,1,1,11,06,99,0,0,1,1,61,76,,,41,44,,,31,40,,
2013,2013-09-17,7:45,MA,3,0,0,1,1,2,O,66023,,,,02320,,ST ZOTIQUE,,,,,11,13,2,2,33,50,11,1,1,11,05,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-09-17,18:55,MA,3,0,0,2,2,2,O,66023,,,,,,ST ZOTIQUE,1,CHAMBORD,,,11,14,2,2,32,40,11,1,1,11,06,26,0,0,2,2,62,76,,,56,41,,,31,31,,
2013,2013-09-17,15:35,MA,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,ANDRE LAURENDEAU,,,11,13,2,3,32,40,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,33,33,,
2013,2013-09-17,10:41,MA,3,0,0,1,1,2,O,81017,,,E,,,ST LOUIS,1,ST ANTOINE,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-09-17,20:10,MA,3,0,0,1,1,2,O,82005,,,,,,AVE DE L ANGE GARDIEN,1,VIEUX CH,,,14,12,2,5,32,70,11,4,1,11,,21,0,0,1,1,61,76,,,44,ND,,,31,40,,
2013,2013-09-17,17:03,MA,3,0,0,1,1,2,O,58037,,,,,,CLAIREVUE O,1,BUIES,O,,11,13,3,2,34,50,11,1,,11,,99,0,0,1,1,61,76,,,44,ND,,,31,ND,,
2013,2013-09-17,15:45,MA,3,0,0,1,1,2,O,23027,,,,,,BORNE,1,DES ARTISANS,,,11,13,2,4,32,50,11,1,1,11,06,33,0,0,1,1,61,76,,,47,41,,,40,40,,
2013,2013-09-17,17:27,MA,3,0,0,1,1,2,O,23072,138,,,,,RTE 138,1,FOSSAMBAULT,O,,11,12,2,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,33,33,,
2013,2013-09-17,18:26,MA,3,0,0,1,1,2,O,23027,,,,,,4EME AV,1,DES PEUPLIERS E,,,11,13,2,2,32,50,11,2,1,11,06,99,0,0,1,1,61,76,,,41,41,,,33,33,,
2013,2013-09-17,19:30,MA,3,0,0,1,1,2,O,53052,,,,,,HUARD,,DES GDS BOIS,,,11,14,2,2,32,50,12,4,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,40,,
2013,2013-09-17,15:50,MA,3,0,0,1,1,2,O,49058,143,,,,,BD ST JOSEPH,1,DUMOULIN,,,11,12,4,3,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,44,41,,,34,34,,
2013,2013-09-17,12:55,MA,3,0,0,1,1,2,O,61025,,,,,,RICHARD,1,ST CHARLES BORROMEE,,,11,13,2,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,31,,
2013,2013-09-17,17:20,MA,3,0,0,1,1,2,O,71060,,,,,,BD PERROT,1,6E AV,,,11,13,2,3,32,50,11,1,1,11,06,99,0,0,1,1,76,61,,,41,43,,,31,40,,
2013,2013-09-17,20:35,MA,3,0,0,1,1,2,O,97007,,,,,,NAPOLEON,1,DEQUEN,,,11,14,2,2,32,50,11,3,1,11,06,21,0,0,1,1,61,76,,,45,45,,,40,40,,
2013,2013-09-17,15:58,MA,3,0,0,1,1,2,O,93042,,,,00078,,N-D E,1,DUPONT S,E,50,11,14,2,3,33,50,11,1,,11,,99,0,0,1,1,61,76,,,41,45,,,31,31,,
2013,2013-09-18,13:05,ME,3,0,0,1,1,2,O,66032,,,,,,SHERBROOKE O,1,ARGYLE,,,11,13,3,2,32,40,11,1,1,11,06,99,0,0,1,1,61,76,,,54,41,,,31,31,,
2013,2013-09-18,14:30,ME,3,0,0,1,1,2,O,66023,,,,,,DE MAISONNEUVE,1,DUFORT,,,11,13,1,3,32,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,33,33,,
2013,2013-09-18,8:25,ME,3,0,0,2,2,3,O,66023,,,,,,SHAUGNESSY,1,SHELLEY,,,11,14,2,2,32,50,11,1,1,11,06,26,0,0,2,2,61,76,76,,44,41,41,,31,31,31,
2013,2013-09-18,16:25,ME,3,0,0,1,1,2,O,66023,,,,,,ROSEMONT,1,DES ERABLES,,,11,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,55,41,,,31,40,,
2013,2013-09-18,19:45,ME,3,0,0,1,1,2,O,66023,,,,,,LAURIER O,1,CLARK,,,11,13,2,3,32,40,11,3,1,11,06,21,0,0,1,1,66,76,,,41,41,,,31,40,,
2013,2013-09-18,16:30,ME,3,0,0,1,1,2,O,66023,,,,,,RACHEL,1,DROLET,,,13,13,2,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,31,,
2013,2013-09-18,19:58,ME,3,0,0,1,1,2,O,66023,,,,,,,,,,,11,14,1,2,32,,11,3,1,11,05,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-09-18,14:10,ME,3,0,0,1,1,2,O,66023,,,,07172,,BOMBARDIER FACE,,,,,11,13,3,3,34,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,ND,ND,,
2013,2013-09-18,18:30,ME,3,0,0,1,1,2,O,66102,,,,,,VOIE DE SERV TRANSCANADIENNE O,1,JEAN YVES,S,30,11,13,1,3,33,50,11,1,1,11,05,34,0,0,1,1,61,76,,,55,41,,,31,31,,
2013,2013-09-18,16:21,ME,3,0,0,1,1,2,O,81017,,,,,,DES SOURCES,1,CH DES ERABLES,N,40,11,14,2,2,33,40,11,1,1,11,01,99,0,0,1,1,76,61,,,41,41,,,31,31,,
2013,2013-09-18,13:00,ME,3,0,0,1,1,2,O,67045,,,,,,ST CLEMENT,1,LEMOYNE,,,11,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,49,76,,,43,41,,,40,31,,
2013,2013-09-18,7:33,ME,3,0,0,1,1,2,O,23027,,,,,,QUATRE BOURGEOIS,1,ROLAND BEAUDIN,,,11,13,5,3,32,50,11,1,1,11,06,23,0,0,1,1,76,61,,,41,42,,,39,34,,
2013,2013-09-18,17:50,ME,3,0,0,1,1,2,O,23027,,,,,,HENRI BOURASSA,1,18E RUE,,,11,13,3,3,32,50,11,1,1,11,04,21,0,0,1,1,76,61,,,41,44,,,33,33,,
2013,2013-09-18,20:10,ME,3,0,0,1,1,2,O,53052,,,,,,DU ROI,1,LIMOGE,O,,11,13,2,3,32,50,11,3,1,11,06,99,0,0,1,1,61,76,,,43,ND,,,40,ND,,
2013,2013-09-18,16:45,ME,3,0,0,1,1,2,O,61025,,,,,,BEAUDRY S,1,PRETTE,,,11,13,2,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,40,40,,
2013,2013-09-18,18:21,ME,3,0,0,1,1,2,,71060,,,,00410,,GD BD,1,BD DON QUICHOTTE,E,35,11,13,2,3,33,50,11,1,1,11,06,99,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-09-19,,JE,3,0,0,1,1,2,O,66023,,,,,,LASALLE,1,CRAWFORD,,,11,13,3,2,32,,11,1,1,11,,99,0,0,1,1,61,76,,,44,41,,,34,34,,
2013,2013-09-19,17:40,JE,3,0,0,1,1,2,O,66023,,,,00001,,CIRCUIT GILLES VILLENEUVE,,,,,,,,,,40,,,,,,88,0,0,1,1,61,76,,,ND,ND,,,ND,ND,,
2013,2013-09-19,9:45,JE,3,0,0,1,1,3,O,66023,,,,,,IBERVILLE,1,DE ROUEN,,,13,13,1,2,32,50,11,1,1,11,06,99,0,0,1,1,76,62,61,,54,43,ND,,31,31,ND,
2013,2013-09-19,17:20,JE,3,0,0,1,1,3,O,66023,,,,,,JEAN TALON,1,DE LORIMIER,O,5,11,13,4,3,32,50,11,1,1,11,06,33,0,0,1,1,61,76,61,,49,41,41,,33,ND,33,
2013,2013-09-19,15:45,JE,2,0,1,0,1,2,O,65005,,,,01805,,INDUSTRIEL,,,,,12,13,5,3,33,50,11,1,1,11,05,21,0,1,0,1,61,76,,,45,41,,,31,31,,
2013,2013-09-19,16:40,JE,3,0,0,2,2,2,O,65005,,,,07058,,BD MILLES ILES,2,FACE,,,11,15,2,2,34,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-09-19,19:06,JE,2,0,1,0,1,2,O,65005,,,,,,CONCORCE E,1, A19,,,11,11,1,3,32,50,11,1,1,11,06,21,0,1,0,1,61,76,,,41,41,,,34,37,,
2013,2013-09-19,16:43,JE,3,0,0,1,1,2,O,43027,,,,,,12E AV N,1,KING E,N,10,11,13,1,2,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,ND,,,31,ND,,
2013,2013-09-19,7:40,JE,3,0,0,1,1,2,O,81017,,,,,,ST LOUIS,1,SUZANNE,,,11,14,2,2,32,40,11,1,1,11,06,28,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-09-19,18:15,JE,3,0,0,1,1,2,O,58227,,,,,,BEAUREGARD,1,WESTGATE,,,11,14,2,2,32,,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,31,40,,
2013,2013-09-19,18:55,JE,3,0,0,1,1,2,O,23027,,,,,,BD LOUIS XIV,1,DES METIS,,,11,13,3,3,32,50,12,2,1,11,06,99,0,0,1,1,61,76,,,42,41,,,34,34,,
2013,2013-09-19,19:47,JE,3,0,0,1,1,2,O,23027,,,,,,ST PAUL,1,ABRAHAM MARTIN,,,11,13,,3,32,50,11,3,1,11,06,21,0,0,1,1,68,76,,,42,41,,,34,37,,
2013,2013-09-19,16:40,JE,3,0,0,1,1,2,N,39062,,,,00571,,JUTRAS E,2,STAT CANADIAN TIRE,,,11,21,9,3,40,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-09-19,12:35,JE,3,0,0,1,1,2,O,90012,,,,,,LAURIER,1,BD DUCHARME,,,11,13,3,3,32,50,12,1,1,11,06,21,0,0,1,1,76,61,,,41,41,,,33,37,,
2013,2013-09-20,13:25,VE,2,0,1,0,1,2,O,66023,,,,,,ALEXIS NIHON ET DE L EGLISE,1,DE L'EGLISE,S,,11,14,3,2,32,50,11,1,1,11,06,26,0,1,0,1,61,76,,,44,41,,,33,33,,
2013,2013-09-20,9:28,VE,3,0,0,1,1,2,O,66023,,,,,,SHERBROOKE,1,GASCON,,,11,13,3,2,32,,11,1,1,11,06,21,0,0,1,1,61,76,,,45,41,,,40,31,,
2013,2013-09-20,19:45,VE,3,0,0,1,1,3,O,66023,,,,,,BELANGER,1,DE LA ROCHE,,,11,13,2,2,32,40,11,3,1,11,06,26,0,0,1,1,61,76,61,,44,41,44,,31,31,31,
2013,2013-09-20,10:30,VE,3,0,0,1,1,2,O,66023,,,,,,CLARK,1,MOZART,,,11,13,1,2,32,50,11,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,34,34,,
2013,2013-09-20,16:23,VE,2,0,1,0,1,2,O,66023,,,,,,,,RACHEL ET DE LA ROCHE,,,11,13,2,2,32,50,11,1,1,11,05,23,0,1,0,1,61,76,,,43,41,,,34,34,,
2013,2013-09-20,10:00,VE,3,0,0,1,1,2,O,65005,,,,00240,,BD CONCORDE E,,,,,11,13,3,3,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,31,,
2013,2013-09-20,11:30,VE,3,0,0,1,1,2,O,58007,,,,01575,,PANAMA,2,ARR DU SKRATCH,,,11,14,3,3,,50,11,1,1,11,06,99,0,0,1,1,61,76,,,44,ND,,,33,ND,,
2013,2013-09-20,20:00,VE,3,0,0,1,1,2,O,58227,,,,,,CURE POIRIER O,1,LASALLE,,,11,13,3,3,32,50,11,3,1,11,06,26,0,0,1,1,61,76,,,44,41,,,34,34,,
2013,2013-09-20,14:45,VE,3,0,0,1,1,2,O,56083,,,,00400,,SEMINAIRE BD,,FACE AU 400 SEMINAIRE,,,11,13,1,3,34,50,11,1,1,11,06,21,0,0,1,1,61,76,,,51,41,,,31,31,,
2013,2013-09-20,19:39,VE,3,0,0,1,1,2,O,56083,,,,,,DORCHESTER,1,ST LAURENT,,,11,14,2,2,32,50,11,3,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,31,,
2013,2013-09-21,0:45,SA,3,0,0,1,1,2,O,66023,,,,,,GOUIN O,1,JEANNE MANCE,,,11,14,2,2,32,40,11,3,1,11,06,27,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-09-21,16:20,SA,3,0,0,1,1,3,O,66023,,,,,,PIE IX,1,AMOS,,,11,12,3,2,32,30,12,1,1,11,10,21,0,0,1,1,76,61,61,,45,45,45,,33,33,33,
2013,2013-09-21,14:26,SA,3,0,0,1,1,2,O,65005,,,,02900,,BD LE CARREFOUR,,,,,13,13,3,3,32,,11,1,1,11,06,34,0,0,1,1,66,76,,,55,41,,,31,31,,
2013,2013-09-21,21:26,SA,3,0,0,1,1,2,O,43027,,,,,,GALT O,1,ST ANTOINE,,,11,13,3,2,32,50,11,3,1,11,06,26,0,0,1,1,61,76,,,44,41,,,37,37,,
2013,2013-09-21,13:31,SA,3,0,0,1,1,2,O,81017,,,,,,BD ST RENE O,1,BD HOPITAL,,,11,13,3,3,32,50,14,1,1,12,06,99,0,0,1,1,61,76,,,44,45,,,33,37,,
2013,2013-09-21,16:28,SA,3,0,0,1,1,2,O,81017,,,,,,LAURIER,1,BD MAISONNEUVE,,,11,13,3,3,32,50,14,1,1,12,06,21,0,0,1,1,76,61,,,41,41,,,33,37,,
2013,2013-09-22,16:43,DI,3,0,0,1,1,2,O,66023,335,,,05140,,ST DENIS,,,,,13,12,3,2,33,50,12,1,1,11,06,99,0,0,1,1,76,61,,,41,49,,,31,31,,
2013,2013-09-23,15:20,LU,3,0,0,1,1,2,O,66023,,,,,,ST REMI,1,N-D O,S,5,11,13,2,1,32,,11,1,1,11,06,99,0,0,1,1,61,76,,,41,41,,,31,31,,
2013,2013-09-23,11:00,LU,3,0,0,1,1,2,O,66023,,,,,,RENE LEVESQUE O,1,DRUMMOND,,,11,13,3,3,32,50,11,1,1,11,06,35,0,0,1,1,76,63,,,41,55,,,31,31,,
2013,2013-09-23,7:53,LU,3,0,0,1,1,2,O,66023,,,,,,ST HUBERT ET LOUVAIN,,,,,11,13,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,33,33,,
2013,2013-09-23,15:00,LU,2,0,1,0,1,2,O,66023,,,,,,PAPINEAU,1,DE LOUVAIN E,,,11,13,5,7,32,60,11,1,1,11,06,21,0,1,0,1,61,76,,,41,41,,,33,33,,
2013,2013-09-23,,LU,3,0,0,1,1,2,O,66023,,,,00280,,LAURIER O,,,,,11,13,3,3,33,,11,1,1,11,04,27,0,0,1,1,68,76,,,56,41,,,43,31,,
2013,2013-09-23,17:17,LU,3,0,0,1,1,2,O,66023,,,,,,ST JOSEPH,1,4E AV,,,11,14,4,2,32,50,12,1,1,11,06,21,0,0,1,1,61,76,,,44,41,,,31,40,,
2013,2013-09-23,15:40,LU,3,0,0,1,1,2,O,67020,,,,,,AV JOFFA,1,CH ST FRANCOIS XAVIER,E,,11,14,2,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,45,45,,,40,40,,
2013,2013-09-23,11:25,LU,3,0,0,1,1,2,O,23027,,,,00082,,PLANTE,1,BEAUCAGE,,,11,14,2,2,34,50,12,1,1,11,06,99,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-09-23,17:15,LU,3,0,0,1,1,2,O,62047,125,,,,,,1,2E RG O,,,11,12,4,3,34,70,12,1,1,11,01,21,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-09-24,18:12,MA,3,0,0,1,1,2,O,66023,,,,,,ATWATER,1,DR PENFIELD,,,13,13,1,2,32,,11,1,1,11,06,23,0,0,1,1,61,76,,,43,41,,,33,31,,
2013,2013-09-24,19:15,MA,3,0,0,1,1,2,O,66023,,,,01672,,BD MAISONNEUVE O,1,PIERCE,E,10,11,19,1,3,33,40,11,3,1,11,05,27,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-09-24,17:10,MA,3,0,0,1,1,2,O,66023,,,,01155,,SHERBROOKE O,1,STANLEY,E,50,11,13,,3,33,50,11,1,1,11,06,26,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-09-24,21:10,MA,3,0,0,1,1,2,O,66023,,,,,,DU HAVRE,1,ONTARIO,,,11,13,2,3,32,50,11,3,1,11,06,99,0,0,1,1,76,61,,,41,44,,,33,33,,
2013,2013-09-24,19:30,MA,3,0,0,1,1,2,O,66023,,,,,,CHRISTOPHE COLOMB,1,CREMAZIE,S,,11,13,3,3,33,,11,3,1,11,05,99,0,0,1,1,61,76,,,43,41,,,31,31,,
2013,2013-09-24,18:55,MA,3,0,0,1,1,2,O,58033,,,,00409,,SAMUEL DE CHAMPLAIN,1,MONTARVILLE,,300,11,13,2,3,,50,11,3,1,11,06,24,0,0,1,1,76,61,,,41,44,,,31,31,,
2013,2013-09-24,9:48,MA,3,0,0,1,1,2,O,60013,,,,00896,,IBERVILLE,,,,,11,13,3,2,33,50,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,31,ND,,
2013,2013-09-24,14:50,MA,3,0,0,1,1,2,O,54048,,,,,,BERNARD,1,AV NOISEUX,,,13,14,2,2,32,50,11,1,1,11,06,21,0,0,1,1,61,76,,,45,41,,,40,31,,
2013,2013-09-25,17:00,ME,3,0,0,1,1,2,,66023,,,,,,ST LAURENT,1,LOUVAIN E,,,11,13,3,3,32,50,11,1,1,11,06,40,0,0,1,1,61,76,,,44,41,,,31,31,,
2013,2013-09-25,8:00,ME,3,0,0,1,1,2,O,43027,,,,,,QUEEN ET COLLEGE,1,QUEEN ET COLLEGE,,,11,13,3,3,32,,12,1,1,11,07,33,0,0,1,1,61,76,,,43,41,,,ND,ND,,
2013,2013-09-25,7:20,ME,3,0,0,1,1,2,O,58227,,,,,,N-D DE GRACES,1,NEWHAVER,N,,11,14,2,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,41,41,,,40,31,,
2013,2013-09-25,7:43,ME,3,0,0,1,1,2,O,57030,,,,,,CONNAUGHT,1,ST JOHN,,,13,14,2,2,32,40,11,1,1,11,06,21,0,0,1,1,61,76,,,45,41,,,40,40,,
2013,2013-09-25,16:44,ME,2,0,1,0,1,2,O,73005,,,,,,RIV CACHEE,2,ENTR DU 2525 GDE AL PETRO CANADA,O,,11,13,3,3,33,40,11,1,1,11,06,99,0,1,0,1,61,76,,,43,ND,,,31,ND,,
